qid	label	docid	context_only_jaccard	context_only_overlap_bigram	context_only_overlap_tfidf	context_only_query_overlap	context_only_similarity	embedding_similarity	goal_only_jaccard	goal_only_overlap_bigram	goal_only_overlap_tfidf	goal_only_query_overlap	goal_only_similarity	progress_alignment_abs_diff	query_length	query_overlap_ratio	retrieved_text_length	retriever_score	source_aa_lcr	source_aa_omniscience_accuracy	source_aai	source_context_window	source_critpt	source_gdpval_aa	source_gpqa_diamond	source_hle	source_ifbench	source_scicode	source_tau_squared_bench_telecom	source_terminal_bench_hard	state_only_jaccard	state_only_overlap_bigram	state_only_overlap_tfidf	state_only_query_overlap	state_only_similarity	step_index	success_flag	task_match	task_variation_match	text_overlap_bigram	text_overlap_jaccard	text_overlap_tfidf	total_steps	trajectory_length	agent_type__anthropic_claude_3_haiku	agent_type__anthropic_claude_opus_4	agent_type__anthropic_claude_opus_4_6	agent_type__anthropic_claude_sonnet_4_6	agent_type__deepseek_deepseek_chat_v3_1	agent_type__deepseek_deepseek_r1	agent_type__deepseek_deepseek_r1_0528	agent_type__deepseek_deepseek_v3_2	agent_type__google_gemini_2_5_flash	agent_type__google_gemini_2_5_flash_lite	agent_type__google_gemini_2_5_pro	agent_type__google_gemma_4_31b_it	agent_type__meta_llama_llama_3_3_70b_instruct	agent_type__meta_llama_llama_4_maverick	agent_type__minimax_minimax_m1	agent_type__minimax_minimax_m2	agent_type__mistralai_mistral_large_2512	agent_type__openai_gpt_oss_120b	agent_type__openai_gpt_oss_20b	agent_type__qwen_qwen3_235b_a22b	agent_type__qwen_qwen3_32b	agent_type__qwen_qwen3_5_flash_02_23	agent_type__qwen_qwen3_max	agent_type__seq_2_seq	agent_type__x_ai_grok_3_mini	agent_type__x_ai_grok_4_20	agent_type__x_ai_grok_4_fast	agent_type__z_ai_glm_4_5	agent_type__z_ai_glm_5
3	6.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_5|||look_at_obj_in_light|||variation_id_1d40863c824b1acddc211124f2b5ba23|||8	0.2808988764044944	0.1987179487179487	0.5675189871987479	0.3048780487804878	0.39605938035924454	0.3215609289443167	0.1	0.0	0.22984001405908	0.2	0.34643133354160605	9.0	296.0	0.36666666666666664	88.0	0.10340142995119095	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.2631578947368421	0.09090909090909091	0.22628215766661344	0.35714285714285715	0.41529429677413787	0.0	1.0	1.0	0.0	0.20994475138121546	0.32673267326732675	0.4479288227878066	13.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	0.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_15|||look_at_obj_in_light|||variation_id_1d40863c824b1acddc211124f2b5ba23|||8	0.24444444444444444	0.16352201257861634	0.4907819145494314	0.2682926829268293	0.4167830942807923	0.3352533297143405	0.1	0.0	0.22984001405908	0.2	0.34643133354160605	6.0	296.0	0.3333333333333333	97.0	0.1123948022723198	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.5789473684210527	0.42857142857142855	0.513495856039751	0.7857142857142857	0.38494505588009637	0.0	1.0	1.0	0.0	0.1793478260869565	0.2912621359223301	0.4030812697746508	13.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	6.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_20|||look_at_obj_in_light|||variation_id_1d40863c824b1acddc211124f2b5ba23|||8	0.19811320754716982	0.10309278350515463	0.3652256991866946	0.25609756097560976	0.40958636638676066	0.33698589054477535	0.2727272727272727	0.0	0.46175007489240416	0.6	0.2868370903291209	14.0	296.0	0.3111111111111111	106.0	0.11355950683355331	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.23809523809523808	0.04	0.2863012424353081	0.35714285714285715	0.48937775042895626	0.0	1.0	1.0	0.0	0.11659192825112108	0.23728813559322035	0.26802298845695044	21.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	6.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_10|||look_at_obj_in_light|||variation_id_1d40863c824b1acddc211124f2b5ba23|||8	0.26373626373626374	0.175	0.5173923466953448	0.2926829268292683	0.4081994032303801	0.327977917175131	0.1	0.0	0.22984001405908	0.2	0.34643133354160605	7.0	296.0	0.35555555555555557	109.0	0.10756951570510864	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.4117647058823529	0.3333333333333333	0.658707395091224	0.5	0.3605795310134487	0.0	1.0	1.0	0.0	0.20218579234972678	0.3106796116504854	0.426461983001745	13.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	6.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_1|||look_at_obj_in_light|||variation_id_1d40863c824b1acddc211124f2b5ba23|||8	0.2808988764044944	0.2064516129032258	0.520988044641425	0.3048780487804878	0.37913142920293563	0.3122358600907208	0.1	0.0	0.22984001405908	0.2	0.34643133354160605	11.0	296.0	0.3888888888888889	50.0	0.09749121218919754	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.1724137931034483	0.05405405405405406	0.011248097261705422	0.35714285714285715	0.5693620211333537	0.0	1.0	1.0	0.0	0.19796954314720813	0.32407407407407407	0.45265764508853673	13.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_1|||pick_heat_then_place_in_recep|||variation_id_1a39d5227ee4ef059bd9a06761734652|||2	0.4507042253521127	0.40671641791044777	0.809072954900468	0.48854961832061067	0.2907650910687108	0.2170193497183958	0.36363636363636365	0.0	0.4490106107378471	0.5	0.18124116286626848	4.0	371.0	0.5214285714285715	86.0	0.047097403556108475	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.8181818181818182	0.8181818181818182	0.9515710225282319	0.9	0.1803847782868747	0.0	1.0	1.0	0.0	0.4129692832764505	0.477124183006536	0.5241829446636105	10.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	10.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_10|||pick_heat_then_place_in_recep|||variation_id_1a39d5227ee4ef059bd9a06761734652|||2	0.46099290780141844	0.375	0.8321556287480957	0.4961832061068702	0.2792618174129768	0.2266423508513774	0.4166666666666667	0.3333333333333333	0.502112709634951	0.625	0.20721258397951106	5.0	371.0	0.5285714285714286	80.0	0.051366765052080154	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.15	0.047619047619047616	0.05239394959918534	0.3	0.5665468910742691	0.0	1.0	1.0	0.0	0.38513513513513514	0.4868421052631579	0.525102973082014	9.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_5|||pick_heat_then_place_in_recep|||variation_id_1a39d5227ee4ef059bd9a06761734652|||2	0.4421768707482993	0.356401384083045	0.8016572908051923	0.4961832061068702	0.2875369132878666	0.22142444235495734	0.3076923076923077	0.15384615384615385	0.43746679150422607	0.5	0.21535511511564814	5.0	371.0	0.5357142857142857	80.0	0.04902879148721695	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.35714285714285715	0.11764705882352941	0.24210280713070037	0.5	0.4679133269043874	0.0	1.0	1.0	0.0	0.36942675159235666	0.47770700636942676	0.5281534221547632	8.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_15|||pick_heat_then_place_in_recep|||variation_id_1a39d5227ee4ef059bd9a06761734652|||2	0.4375	0.3669064748201439	0.8073007205512308	0.48091603053435117	0.29560011674767955	0.22846162052514515	0.3076923076923077	0.15384615384615385	0.43746679150422607	0.5	0.21535511511564814	4.0	371.0	0.5285714285714286	103.0	0.052194710820913315	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.2	0.043478260869565216	0.10871970479868483	0.4	0.5755547158695415	0.0	1.0	1.0	0.0	0.380327868852459	0.4774193548387097	0.5206363849370667	8.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-3-haiku_rank_20|||pick_heat_then_place_in_recep|||variation_id_1a39d5227ee4ef059bd9a06761734652|||2	0.4589041095890411	0.3971631205673759	0.8219915529139904	0.5114503816793893	0.2748684169631286	0.23838950644279586	0.15384615384615385	0.0	0.2356584528520575	0.25	0.4327046506223994	5.0	371.0	0.5357142857142857	53.0	0.05682957544922829	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.35714285714285715	0.11764705882352941	0.24210280713070037	0.5	0.4679133269043874	0.0	1.0	1.0	0.0	0.3961038961038961	0.47770700636942676	0.527837716548406	7.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash-lite_rank_1|||look_at_obj_in_light|||variation_id_faeb5c0cfea7d4f07551122b92e52185|||2	0.30973451327433627	0.225	0.576047341746781	0.3181818181818182	0.413395479690528	0.3002325819612666	1.0	1.0	1.0	1.0	1.0879927649548433e-06	2.0	284.0	0.4444444444444444	68.0	0.09013962000608444	54.0	21.0	24.0	1000.0	0.0	25.0	70.0	8.0	42.0	37.0	34.0	3.0	0.18518518518518517	0.04878048780487805	0.3083495908806071	0.7142857142857143	0.51030275811862	0.0	1.0	1.0	0.0	0.3407079646017699	0.4126984126984127	0.5596032398017643	4.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash-lite_rank_5|||look_at_obj_in_light|||variation_id_faeb5c0cfea7d4f07551122b92e52185|||2	0.3865546218487395	0.2968036529680365	0.8066601627252994	0.41818181818181815	0.2883754560448857	0.3148986085276381	0.08333333333333333	0.0	0.26045319970928876	0.2	0.49032761947999404	5.0	284.0	0.4444444444444444	134.0	0.09916117042303085	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.17647058823529413	0.058823529411764705	0.035582428904372916	0.42857142857142855	0.4629190031055779	0.0	1.0	1.0	0.0	0.29838709677419356	0.39097744360902253	0.5804144743022073	15.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash-lite_rank_10|||look_at_obj_in_light|||variation_id_faeb5c0cfea7d4f07551122b92e52185|||2	0.3793103448275862	0.29767441860465116	0.7624334392966393	0.4	0.3177297548699845	0.32998811550757823	0.15384615384615385	0.07142857142857142	0.26971037325741853	0.4	0.4503072914154913	3.0	284.0	0.4358974358974359	146.0	0.10889220982789993	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.32083333333333336	0.3923076923076923	0.5864403005021597	9.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash-lite_rank_20|||look_at_obj_in_light|||variation_id_faeb5c0cfea7d4f07551122b92e52185|||2	0.3879310344827586	0.29577464788732394	0.8206929012019236	0.4090909090909091	0.3212140799444086	0.33795857416999714	0.15384615384615385	0.0	0.21720222016204424	0.4	0.4189629616945462	3.0	284.0	0.4358974358974359	30.0	0.11421605199575424	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.2	0.038461538461538464	0.37278944702867634	0.5714285714285714	0.46289512205824235	0.0	1.0	1.0	0.0	0.3050847457627119	0.3984375	0.5764466813111779	4.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash-lite_rank_15|||look_at_obj_in_light|||variation_id_faeb5c0cfea7d4f07551122b92e52185|||2	0.39316239316239315	0.30092592592592593	0.8517258211536243	0.41818181818181815	0.2980564167255056	0.33554315879639357	0.08333333333333333	0.0	0.26045319970928876	0.2	0.49032761947999404	3.0	284.0	0.4444444444444444	39.0	0.1125892624258995	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.13636363636363635	0.0	0.25204160194867165	0.42857142857142855	0.5049669186448147	0.0	1.0	1.0	0.0	0.31645569620253167	0.40625	0.5993776354641077	4.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	7.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash-lite_rank_20|||pick_heat_then_place_in_recep|||variation_id_d5f337a342f781843c3af792fcb10b99|||4	0.3917525773195876	0.2512315270935961	0.6592997722260743	0.4470588235294118	0.2985725688044554	0.28908295394401373	0.3	0.1	0.37905165920639217	0.5	0.4111508637281003	7.0	284.0	0.48936170212765956	75.0	0.08356893807649612	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.7647058823529411	0.7647058823529411	0.8658998114929604	0.9285714285714286	0.33788787385083174	0.0	1.0	1.0	0.0	0.28761061946902655	0.42201834862385323	0.39400006488460926	10.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
